Average of Population,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Australia/New Zealand,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,CÃ´te d'Ivoire,Cambodia,Cameroon,Canada,Caribbean,Cayman Islands,Central African Republic,Central America,Central and Southern Asia,Central Asia,Chad,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,CuraÃ§ao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Eastern Africa,Eastern and South-Eastern Asia,Eastern Asia,Eastern Europe,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,Europe and Northern America,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High-income countries,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo (under UNSC res. 1244),Kuwait,Kyrgyzstan,Land-locked Developing Countries (LLDC),Lao People's Democratic Republic,Latin America and the Caribbean,Latvia,Least developed countries,Lebanon,Lesotho,Less developed regions,"Less developed regions, excluding China","Less developed regions, excluding least developed countries",Liberia,Libya,Liechtenstein,Lithuania,Lower-middle-income countries,Low-income countries,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Melanesia,Mexico,Micronesia,Micronesia (Fed. States of),Middle Africa,Middle-income countries,Monaco,Mongolia,Montenegro,Montserrat,More developed regions,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,No income group available,North Macedonia,Northern Africa,Northern Africa and Western Asia,Northern America,Northern Europe,Northern Mariana Islands,Norway,Oceania,Oceania (excluding Australia and New Zealand),Oman,Other non-specified areas,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Polynesia,Portugal,Puerto Rico,Qatar,RÃ©union,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Rwanda,Saint BarthÃ©lemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Small Island Developing States (SIDS),Solomon Islands,Somalia,South Africa,South America,South Sudan,South-Eastern Asia,Southern Africa,Southern Asia,Southern Europe,Spain,Sri Lanka,State of Palestine,Sub-Saharan Africa,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,TÃ¼rkiye,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Upper-middle-income countries,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Africa,Western Asia,Western Europe,Western Sahara,World,Yemen,Zambia,Zimbabwe,Grand Total
2087,120351.4417,3871909.475,1733.7306,70667.74693,28.04053333,63.96946667,133015.4339,11.5792,87.29233333,51651.95007,2047.077933,72.91526667,5151121.62,35096.2074,41190.06407,8035.459133,9561.421533,425.5645333,1920.109933,204929.5415,230.9272,6978.4614,11548.74953,585.1324667,43147.3876,43.08206667,771.2778,19476.7332,27.7632,2088.790667,4341.749467,206959.5353,31.353,455.2414667,3650.531267,65091.54533,40677.60713,745.3510667,82660.43987,21612.05193,83155.66893,49100.02693,45936.34187,72.9554,21687.8098,208435.9791,2755026.055,127792.8333,71636.4774,18700.22827,965490.8932,5364.068,921.8338,52368.12787,1654.4414,16295.93987,18.76906667,5132.3596,2555.3536,7762.418667,198.4847333,1307.107667,10490.48347,23176.4906,449497.718,6723.970733,1741.744,63.9966,13733.59927,1318434.252,1927459.63,1129763.494,214920.7841,23528.1686,204248.0736,5874.712467,4234.6006,8921.0774,962.1611333,2015.246333,326642.6747,612647.2615,1043452.885,3.1238,68.30273333,1173.578533,5103.679133,62795.1846,818.7924667,323.4604,5249.720067,7288.427667,2926.852333,70309.39547,71543.78387,27.5142,7253.119333,48.4048,132.6637333,364.0196,209.1960667,28254.38447,60.36266667,35388.0606,4885.375,831.7705333,17394.99173,1201102.631,0.986933333,16235.5292,7382.967,392.4116667,1663329.213,320044.8229,89435.2186,108387.899,5747.4592,84.1188,17254.18113,40796.3042,1649.734067,81630.005,144.9630667,18742.77167,32788.4394,114297.6065,243.8135333,1364.822133,4769.034133,12046.0432,1454573.115,10811.96907,723132.1469,1137.107667,3005412.826,5559.658667,3271.573067,9673097.246,8679056.019,6680889.837,13378.92073,9222.869467,40.46726667,1739.513933,5210854.134,2247845.798,806.7902667,79716.92527,58497.306,41654.29387,527.4187333,94408.1554,423.7127333,57.14653333,278.951,14803.3876,1004.8696,1200.4118,23426.49867,136464.3639,728.8162667,145.1038667,768936.5934,7375257.988,44.18233333,5400.345867,503.7598667,3.0488,1166042.411,47873.7586,107827.7376,58551.4394,4969.166667,16.6996,39127.69553,16974.71607,374.776,6105.6024,10122.88333,164571.3743,596617.0405,2.359333333,39036.26087,1461.256933,481634.3383,950634.2113,430938.6231,111410.7631,47.64293333,6709.637533,66239.3396,25143.35047,7505.4456,17078.02813,500062.8711,15.891,6424.053933,19122.73147,9449.287533,45184.64093,189266.6806,26694.05533,1011.563667,7561.4242,1856.216533,3725.998667,1191.660267,31098.83407,2634.439067,14460.55013,114419.789,33348.0246,6.785,3.139333333,40.99346667,145.3187333,35.5162,4.111066667,88.32506667,461.0022,26.60306667,542.4992667,51906.9838,55495.5314,4165.050333,114.0706667,18697.378,5424.495667,31.38493333,4192.730267,1729.563,91655.388,1903.673,70879.7626,77863.33867,469447.9681,26175.64893,799823.4349,92269.05153,2626735.711,106529.1891,34692.75827,19348.91367,12992.18407,3391871.49,137377.0005,771.3652667,12491.0868,9735.554933,44853.46933,93162.01007,20674.51167,53251.14573,2157.7126,24768.61787,2.931133333,153.6154,1246.4044,14445.25607,9463.323067,52.78853333,15.53786667,143932.4675,24091.24353,12187.2196,70066.20427,231741.5069,381979.9718,59.25166667,2162274.936,2902.826267,53759.55193,925.8257333,37949.27787,100545.735,11.29813333,1258456.495,472213.2855,180084.3195,1014.6082,10835446.69,77751.95573,62009.83873,36205.4224,360256.0479
2088,121693.5347,3914354.219,1709.272133,70869.37467,27.71713333,63.68213333,135133.4688,11.49686667,86.8852,51559.00307,2030.965733,72.3706,5141851.706,35165.213,41260.57107,8021.738333,9519.743,424.5862,1925.550333,204238.2259,229.944,6954.201333,11539.26793,584.8987333,43750.06427,42.87106667,766.4260667,19520.5262,27.7928,2074.816533,4353.435333,206081.2157,31.29126667,453.7157333,3622.5556,65832.65527,41192.1364,743.4116,83637.56,21599.9694,84152.5096,49203.3396,45815.55313,73.0796,22038.00273,207762.7935,2754690.003,128335.0633,72899.4298,18621.43293,956753.7077,5336.5444,923.6132667,52128.0244,1664.074467,16470.02827,18.764,5107.377333,2538.7654,7707.365867,198.1347333,1305.8006,10512.94973,23109.41433,458451.9086,6732.564733,1745.972867,63.606,13708.83453,1332096.322,1916962.68,1120128.925,214247.0646,23496.79707,205249.7103,5827.334733,4277.975133,8994.476467,957.7556667,2021.948933,329781.8168,611049.025,1042172.023,3.1142,68.539,1173.543067,5093.6118,62729.18493,827.1304,322.1662667,5289.370067,7361.884467,2914.321667,70192.6836,72041.6252,27.4132,7216.654533,48.23466667,132.2789333,363.2212667,209.1286667,28263.6104,60.155,35703.8072,4925.562733,827.4979333,17419.918,1199705.577,0.994333333,16249.5484,7359.094467,391.5356667,1660058.382,319777.3896,89104.31913,109233.4244,5749.641467,84.20793333,17368.96167,40599.6248,1623.644,81233.4902,145.3565333,18795.98013,32996.52107,114991.8255,244.9268,1350.801867,4777.8244,12104.37653,1469603.292,10814.13033,720995.714,1131.348333,3038713.097,5557.150333,3276.7538,9703193.969,8718388.107,6678512.668,13501.47473,9224.5386,40.48233333,1731.4874,5224637.221,2275953.767,807.8896667,80557.62553,59117.29607,41591.52613,524.9184667,96192.73587,420.8997333,57.17526667,277.7347333,14984.5606,998.6036667,1217.4442,23541.50787,135855.8227,729.1359333,144.7501333,781859.9144,7378828.315,44.46226667,5420.051467,501.4420667,3.026666667,1164388.326,47852.24273,109247.1164,58444.31627,4999.5264,16.71206667,39015.16973,16949.26787,374.9849333,6106.665267,10117.9808,168616.2213,602978.079,2.360866667,39030.61127,1450.1336,484248.2977,954503.8327,431141.6933,111368.6296,47.53166667,6720.501267,66429.19153,25264.11247,7533.0112,16963.82493,502920.4089,15.87373333,6433.179267,19210.4234,9453.668533,45184.92687,189720.0765,26531.88147,1013.3936,7531.492933,1832.950067,3743.761733,1192.1832,30774.99267,2628.143,14411.044,114160.6432,33604.02267,6.7038,3.131266667,40.82986667,144.3754,35.57586667,4.0952,87.83806667,464.6366667,26.5504,547.308,51986.18727,56220.9332,4131.497933,113.9782667,18813.21553,5410.762867,31.12166667,4175.276133,1726.180533,91670.96893,1923.646067,72168.01453,77914.51553,468115.1811,26395.69587,799081.111,92361.82753,2626008.604,105972.4905,34532.2556,19229.4764,13088.8692,3432348.945,139028.0095,771.2445333,12507.4908,9747.7804,44926.13667,92907.21773,20804.70947,52885.9568,2159.317467,25062.76693,2.940666667,153.7643333,1239.908933,14436.27927,9479.754333,52.8712,15.579,145569.4168,23933.96893,12233.1924,70016.28333,235191.2647,382124.7976,58.7318,2151429.738,2885.646867,53922.0228,936.4802,37943.61,100272.5458,11.28113333,1274125.782,473648.9887,179870.179,1019.340667,10863564.69,78308.3244,62760.501,36417.61067,361322.1761
2089,123051.9997,3957922.914,1685.287133,71064.6794,27.38233333,63.40933333,137304.8559,11.41873333,86.4834,51463.72307,2015.450133,71.8302,5132579.744,35241.76833,41327.9434,8007.920067,9478.691133,423.5652,1930.973533,203538.3707,228.9623333,6930.2216,11530.69047,584.7202667,44353.86413,42.65433333,761.5375333,19569.44027,27.82446667,2060.953067,4363.798133,205271.6595,31.23373333,452.3324667,3595.938067,66599.64427,41714.62053,741.4311333,84603.86447,21593.2698,85150.14147,49307.57667,45696.82627,73.19993333,22394.0066,207089.1329,2754220.011,128866.2405,74233.70053,18542.25147,948143.3083,5311.129533,925.559,51890.0836,1673.771067,16652.3468,18.7584,5083.455667,2522.072267,7653.776533,197.7770667,1304.611933,10535.67493,23044.03813,467646.0259,6740.843133,1750.404067,63.22453333,13685.4548,1345929.464,1906669.687,1110751.669,213546.3619,23458.5502,206236.6351,5779.245867,4322.738133,9068.349933,953.4940667,2028.27,333005.9478,609556.9957,1040925.686,3.1032,68.78033333,1173.311333,5084.198133,62670.36207,835.5333333,320.9098667,5327.5078,7436.9642,2901.765067,70074.9644,72535.4886,27.31646667,7181.590667,48.0584,131.9057333,362.347,209.0976,28271.0956,59.95313333,36024.85067,4964.887067,823.0024667,17446.84367,1198318.351,1.000933333,16261.61807,7337.901867,390.7592,1656536.88,319544.5036,88783.52607,110070.8145,5751.646867,84.29386667,17482.2072,40415.1518,1598.2074,80855.4884,145.7556667,18846.2896,33203.32813,115665.5897,246.0524667,1336.7334,4787.4824,12163.0664,1484784.637,10813.22953,718883.5954,1125.6536,3072122.575,5554.752067,3281.800733,9733579.471,8758640.768,6676831.892,13626.94167,9226.860133,40.5004,1723.430667,5238856.314,2304561.392,809.1929333,81398.6994,59723.44933,41529.68253,522.5321333,97923.41567,418.1354,57.21186667,276.4211333,15172.23173,992.2365333,1234.407867,23661.4912,135248.8647,729.4255333,144.4204667,794861.8617,7382146.429,44.74,5438.8554,499.0431333,3.0096,1162863.565,47830.81247,110705.1309,58338.8868,5030.333,16.71306667,38904.9896,16925.94873,375.1974,6105.8252,10114.2208,172676.4429,609365.055,2.364333333,39018.0714,1439.516933,486790.5703,958353.0977,431385.5017,111336.1007,47.4112,6730.877267,66616.6496,25382.83473,7562.510067,16851.31447,505852.5553,15.85933333,6441.157067,19301.36,9457.267933,45173.16153,190178.4922,26381.48993,1015.226133,7501.815133,1809.772533,3762.747133,1192.407267,30459.01887,2621.825267,14361.7108,113922.211,33875.0652,6.624533333,3.122733333,40.67033333,143.4372667,35.63566667,4.075533333,87.37846667,468.2506667,26.4986,552.0265333,52061.71853,56971.74307,4098.621333,113.8914,18929.61,5397.4396,30.8616,4158.9614,1723.035933,91676.966,1943.580733,73470.6064,77975.72533,466832.9436,26609.40067,798340.3303,92460.52407,2624914.921,105428.9123,34375.39093,19110.04713,13183.83387,3473107.788,140669.9893,771.0998667,12522.61747,9761.738467,45001.90073,92659.12227,20937.71213,52525.75087,2161.182867,25368.44207,2.9484,153.9532,1233.483533,14425.6868,9495.248667,52.96493333,15.62346667,147223.5871,23784.30927,12281.27547,69974.70093,238704.2419,382220.4997,58.21973333,2140619.528,2868.493733,54078.12753,946.9504667,37922.22687,99987.2638,11.26326667,1289737.76,475099.3533,179683.4609,1024.389267,10893098.51,78844.37227,63525.51827,36645.66807,362412.5664
2090,124406.823,4002107.497,1661.798267,71249.63353,27.054,63.1414,139516.1198,11.34366667,86.06993333,51345.6238,2000.213733,71.28533333,5123395.86,35320.1034,41395.28653,7993.8272,9437.4502,422.5433333,1936.5986,202842.8107,227.9754667,6906.817667,11522.31313,584.4908,44944.98253,42.43826667,756.74,19621.172,27.84786667,2047.059933,4374.025,204439.9579,31.1798,450.9056,3570.251267,67361.42333,42243.9222,739.4800667,85574.07193,21585.67827,86160.7188,49412.0622,45578.84,73.31746667,22754.5802,206418.3715,2753992.752,129404.5649,75602.5966,18464.70813,939785.6304,5287.368133,927.6073333,51658.3096,1683.493533,16841.43327,18.7504,5059.814133,2505.128267,7599.801067,197.4046667,1303.458933,10557.72207,22978.74867,476981.3511,6749.041467,1753.912267,62.83986667,13661.26267,1360044.418,1896411.206,1101428.566,212848.9954,23418.45393,207236.4708,5731.098867,4365.9028,9143.908067,949.3089333,2034.945133,336180.4554,608112.5771,1039740.712,3.091,69.01173333,1172.890133,5075.673267,62616.89127,844.0656667,319.6536,5366.555733,7514.012867,2889.0578,69972.68047,73019.12747,27.2172,7147.049733,47.88866667,131.5382667,361.4454667,209.0076,28274.49847,59.7622,36353.37493,5003.1822,818.5877333,17477.68547,1196969.302,1.006266667,16272.156,7318.0816,389.9596667,1652638.71,319239.4045,88479.94573,110959.3642,5752.769,84.3804,17596.94547,40236.67053,1573.585,80490.49307,146.1696,18894.33027,33416.228,116336.8625,247.1587333,1322.624267,4797.937267,12222.85993,1500276.194,10809.0006,716701.0769,1120.110467,3106212.549,5551.295,3287.405667,9765163.915,8799125.217,6675779.291,13757.60673,9227.348867,40.5204,1715.548867,5253089.477,2333611.584,810.7237333,82207.19733,60324.3566,41472.8768,520.3922,99620.9108,415.4532,57.27893333,275.052,15361.26667,986.1273333,1251.4812,23783.90893,134640.0279,729.6062,144.0972,807958.7337,7384920.015,45.0222,5457.3482,496.7434667,2.993266667,1161374.873,47798.31247,112193.7411,58245.01613,5060.720733,16.70533333,38794.62013,16904.6638,375.3965333,6105.354667,10111.03667,176837.0343,616076.3675,2.367666667,39002.0044,1428.985067,489454.1532,962247.9425,431652.1483,111304.9797,47.2764,6740.045733,66807.69307,25501.63647,7591.588267,16745.84973,508898.4227,15.84113333,6449.2138,19396.41347,9461.922467,45159.94547,190634.3875,26234.1332,1017.014133,7472.892933,1787.003733,3782.352867,1192.326933,30153.96007,2615.580467,14312.44507,113701.276,34145.43173,6.549533333,3.113666667,40.5092,142.5201333,35.6892,4.056333333,86.92106667,471.854,26.44226667,556.7312,52139.4546,57713.50793,4066.227333,113.8028,19043.6422,5384.337533,30.60186667,4143.174467,1719.852733,91683.9048,1963.9278,74796.45253,78021.20753,465518.7685,26819.4276,797588.8377,92553.57547,2624079.461,104895.6252,34214.894,18988.72333,13278.75987,3514167.032,142350.6378,770.8750667,12539.09913,9776.570667,45079.40413,92424.6598,21067.84027,52165.61107,2162.629,25682.5204,2.956533333,154.1278,1227.242733,14414.2682,9510.659667,53.06626667,15.66713333,148897.9089,23633.7628,12329.18127,69936.39553,242188.7225,382286.5222,57.712,2129956.029,2851.632867,54239.48313,957.3622667,37892.03873,99698.612,11.24466667,1305449.489,476493.1953,179511.2911,1029.505467,10923780.08,79380.91353,64314.00967,36872.4238,363527.9351
2091,125770.3023,4046807.894,1638.8126,71440.19273,26.74,62.8848,141729.1064,11.27413333,85.65933333,51235.12827,1984.5666,70.75073333,5114063.826,35397.17273,41470.54227,7983.519667,9395.680333,421.4656,1942.4102,202165.7083,226.9934,6883.995067,11512.3652,584.2058667,45554.33687,42.22666667,752.1431333,19670.86933,27.87426667,2033.479933,4384.754933,203595.9733,31.1354,449.4286667,3544.233667,68107.109,42783.98867,737.5787333,86534.5378,21571.62067,87176.64267,49517.93087,45457.05573,73.44373333,23124.14787,205718.3005,2753764.965,129930.9083,76964.85173,18392.46027,931624.8443,5264.096933,929.6961333,51439.2384,1692.835733,17026.0028,18.74213333,5035.479267,2488.792267,7547.099133,197.0603333,1302.576267,10579.89147,22917.25973,486287.5049,6758.089133,1757.412733,62.4476,13634.13533,1373869.39,1886324.559,1092275.045,212176.8227,23379.77133,208220.7511,5682.877133,4408.632733,9220.443267,945.2541333,2041.898667,339303.468,606699.4474,1038604.783,3.0782,69.2488,1172.706133,5067.275867,62553.87473,852.4968,318.4306667,5407.101267,7590.944933,2875.9272,69889.03753,73495.31507,27.1146,7112.4158,47.72826667,131.1976667,360.5370667,208.8572,28274.8292,59.57846667,36695.43027,5042.314533,814.2553333,17508.6506,1195676.718,1.012666667,16284.88707,7298.066133,389.1316,1648830.37,318876.2903,88177.7612,111868.0777,5753.449867,84.46206667,17709.04147,40056.9892,1549.4008,80130.58207,146.5991333,18938.28727,33625.78313,116999.6251,248.2805333,1308.45,4807.974133,12281.469,1515887.055,10805.45893,714419.9858,1114.4652,3140973.899,5546.898267,3291.798867,9796941.235,8839073.65,6674543.225,13886.82287,9226.897267,40.54053333,1708.079867,5267228.439,2362799.844,812.2266667,83012.5312,60935.3904,41420.31287,518.407,101424.9085,412.9444667,57.32146667,273.718,15550.3838,980.2210667,1269.0082,23905.33507,134025.5905,729.7451333,143.7281333,821406.5613,7388329.225,45.3068,5476.116933,494.4855333,2.976533333,1159868.293,47765.0506,113663.3343,58147.769,5090.545067,16.69793333,38678.752,16884.6596,375.6507333,6107.323267,10106.6294,181174.1441,622844.5501,2.371666667,38984.98167,1418.552667,492163.6793,966121.9919,431892.4993,111273.8825,47.1456,6750.552333,67001.26447,25626.57133,7620.769667,16649.24053,511960.3595,15.81726667,6457.620467,19492.848,9467.205,45147.38027,191166.4787,26084.06413,1018.706933,7444.7456,1764.291467,3803.015533,1192.201467,29855.841,2608.660733,14264.0164,113480.1715,34416.39727,6.4796,3.102266667,40.34573333,141.6305333,35.7432,4.040133333,86.43966667,475.499,26.384,561.5020667,52210.74007,58443.88947,4034.4802,113.7306667,19161.72993,5372.457,30.35673333,4128.1742,1716.8704,91687.06147,1984.694867,76173.5864,78073.29213,464151.749,27031.29453,796865.8192,92651.35727,2623809.9,104371.6547,34053.5758,18865.05487,13374.65567,3555589.266,144062.2977,770.7144,12556.88567,9792.5156,45153.2922,92176.58073,21192.71253,51806.9106,2163.548667,25992.98707,2.965266667,154.2637333,1221.370933,14402.6764,9525.436933,53.16846667,15.70653333,150583.8318,23485.78707,12379.36087,69894.2052,245663.6104,382386.8132,57.20366667,2119552.674,2834.7136,54402.15153,967.9623333,37859.5966,99424.43847,11.22413333,1321361.022,477868.4978,179334.4951,1034.4526,10954444.13,79934.5146,65105.38433,37082.856,364656.3011
2092,127141.2274,4092056.25,1616.265667,71629.85787,26.43353333,62.64126667,143968.5759,11.2064,85.25346667,51135.9228,1969.125,70.22646667,5104778.659,35474.6996,41549.7962,7975.089267,9355.6998,420.4398,1948.296667,201481.6107,225.9860667,6860.85,11503.24967,583.9518667,46170.16373,42.00306667,747.7563333,19712.6138,27.91326667,2020.326267,4395.769333,202789.4911,31.0954,448.0242667,3517.7812,68866.06233,43339.7314,735.6660667,87505.21567,21559.69807,88167.18967,49621.21773,45332.23473,73.5844,23506.761,204973.454,2753446.767,130432.9262,78313.698,18322.3712,923496.5013,5242.445267,931.9209333,51229.81087,1702.2018,17202.56047,18.73426667,5010.5058,2472.946867,7496.2178,196.7831333,1302.182,10603.4546,22859.142,495399.4484,6767.3356,1761.171267,62.06333333,13608.75173,1387466.168,1876415.777,1083398.812,211538.3435,23339.47267,209174.1413,5634.857,4451.100667,9293.1234,941.4325333,2049.4542,342396.1409,605346.2917,1037506.628,3.0666,69.48446667,1172.393067,5059.3332,62482.04613,860.909,317.1830667,5445.955867,7667.576733,2862.674,69804.259,73971.83467,27.0132,7077.5872,47.5676,130.864,359.5688,208.6717333,28269.6692,59.40286667,37045.1602,5080.785867,809.7848667,17530.88313,1194471.074,1.0198,16300.59087,7278.096467,388.3556667,1644956.799,318519.5727,87869.3778,112756.2892,5753.474467,84.54813333,17819.57393,39883.34153,1525.266133,79779.45167,147.0381333,18983.12687,33821.966,117639.8727,249.3659333,1294.616933,4818.2886,12336.9386,1531709.745,10803.51533,712186.9513,1108.7116,3176298.542,5541.356933,3295.287733,9828449.698,8879172.542,6673262.387,14015.8842,9225.632267,40.56586667,1700.689867,5281578.577,2392183.327,813.7822,83810.69307,61556.09007,41380.76,516.4662667,103307.5085,410.6623333,57.3416,272.3328667,15742.8106,974.4394667,1286.713,24027.63153,133411.7991,729.9293333,143.3349333,835133.9801,7392492.957,45.58446667,5494.210667,492.1905333,2.9578,1158432.834,47729.46367,115155.6187,58047.01107,5119.876667,16.69273333,38561.86873,16866.45107,375.8838,6109.2482,10101.08193,185590.0677,630010.2103,2.375066667,38959.53607,1408.5318,494773.4856,969911.5699,432166.8353,111237.7934,47.02133333,6763.134933,67197.23833,25753.41033,7651.35,16558.43927,514918.8173,15.7976,6465.1084,19594.9282,9469.614133,45130.70393,191757.6819,25936.81173,1020.2958,7415.381733,1741.573333,3825.3424,1192.105267,29568.65187,2601.2464,14215.9814,113244.9617,34687.02927,6.414666667,3.0932,40.189,140.7670667,35.79986667,4.0262,85.97953333,479.0555333,26.3222,566.1154,52279.3452,59187.4722,4002.5764,113.6699333,19282.5364,5360.946067,30.12346667,4113.8252,1714.184133,91698.13313,2005.5434,77585.59907,78154.1402,462781.308,27259.848,796114.4953,92769.4504,2623100.931,103848.3211,33894.03427,18741.50347,13470.4296,3597674.332,145759.3993,770.6094,12576.34153,9809.104533,45222.77007,91911.3456,21325.10247,51460.68713,2164.772933,26293.584,2.973066667,154.3641333,1215.909867,14392.01433,9540.843467,53.27413333,15.7516,152279.5552,23342.58767,12431.05907,69849.08873,249221.963,382539.7535,56.68873333,2109464.075,2817.825333,54559.1994,978.6336,37827.74667,99150.654,11.20526667,1337464.104,479324.8659,179153.3999,1039.412067,10985411.41,80473.46093,65891.55613,37286.14067,365800.5791
2093,128545.8347,4137935.737,1593.582067,71811.9966,26.122,62.41786667,146237.2869,11.13366667,84.87206667,51036.85993,1954.026533,69.71113333,5095225.33,35554.92067,41627.32587,7966.111133,9316.207867,419.5093333,1953.953667,200757.5033,224.993,6838.566867,11496.6082,583.7082,46780.31633,41.7716,743.3730667,19755.82373,27.9464,2007.191,4406.8528,201979.0165,31.0462,446.5764667,3491.098133,69642.6802,43909.20007,733.8660667,88511.65213,21549.23713,89162.95073,49733.89973,45211.38367,73.72973333,23900.5968,204249.4465,2752763.827,130956.7575,79682.53493,18248.32267,915418.6585,5222.578333,934.2420667,51016.23727,1711.789267,17380.59927,18.71886667,4986.4998,2457.2236,7444.0076,196.5517333,1302.133267,10625.23113,22796.5164,504698.7076,6778.473,1764.649733,61.6946,13581.3118,1401609.47,1866671.663,1074729.833,210929.4599,23297.61507,210113.2586,5587.803,4493.525667,9361.0552,937.5620667,2056.854533,345452.5901,604032.1842,1036501.455,3.053066667,69.709,1171.873133,5051.821333,62406.161,869.4463333,315.9104667,5484.227733,7746.5672,2848.933,69717.94807,74458.00873,26.91526667,7042.299,47.40226667,130.5013333,358.5451333,208.4363333,28261.6128,59.2298,37379.94787,5118.619533,805.2386,17551.633,1193385.037,1.025,16314.69567,7259.5322,387.6598,1640747.026,318187.5183,87564.4266,113625.4931,5752.126733,84.6304,17930.683,39712.70653,1501.987933,79413.84527,147.4989333,19028.65293,34013.12727,118288.6795,250.4316,1280.752933,4829.271867,12389.43393,1547743.824,10803.92407,710002.1219,1103.147933,3211879.147,5534.774467,3298.703933,9861328.753,8919648.207,6672782.159,14144.30813,9223.494867,40.58633333,1693.2152,5295710.017,2422033.328,815.4776,84603.17233,62195.28693,41334.38807,514.6962667,105127.801,408.6406,57.36273333,270.9298667,15933.46873,968.7930667,1304.5606,24148.8696,132794.9249,730.0764,142.9475333,849068.6276,7396038.244,45.86533333,5511.936067,489.8525333,2.937533333,1157108.074,47687.59,116695.7218,57945.77047,5148.0658,16.69133333,38437.54853,16848.96913,375.9926667,6109.308,10094.75427,190092.8427,637315.4453,2.374333333,38925.80993,1398.777333,497303.567,973704.456,432448.3413,111209.2943,46.8968,6775.027267,67400.28973,25878.11473,7683.1068,16469.22093,517823.0129,15.7838,6472.739933,19702.63187,9468.4796,45111.84573,192296.3911,25793.80813,1021.691667,7386.523133,1718.619667,3847.990133,1191.976467,29299.66867,2594.457467,14167.59413,112986.8874,34944.667,6.3516,3.083866667,40.03466667,139.9260667,35.85033333,4.0072,85.53713333,482.4627333,26.26226667,570.6576,52353.79013,59936.40507,3971.3556,113.5997333,19398.81473,5350.3716,29.88886667,4099.931067,1711.407933,91718.176,2026.505,79034.9666,78225.42413,461420.3926,27501.3776,795290.7285,92858.91087,2621516.376,103328.999,33736.18187,18615.8042,13565.96947,3640824.946,147478.4098,770.4149333,12594.71673,9826.104867,45288.48007,91637.05127,21457.34867,51124.9708,2166.138867,26590.20333,2.9794,154.4768667,1210.376,14382.1512,9556.4792,53.37853333,15.79566667,154014.7687,23201.03027,12483.17153,69806.38867,252905.9315,382727.6249,56.17946667,2099402.206,2801.753867,54706.92907,989.3124667,37799.4882,98874.8504,11.18473333,1354148.505,480685.1027,178982.4067,1044.326333,11017378.7,81004.05927,66696.68153,37495.89327,366966.4376
